word,count
retort,1
retrieval,1
retrieve,2
retrieved,1
retriever,1
retrievers,2
retro,1
return,33
returned,26
returning,2
returns,1
reunion,3
reunions,1
reusable,1
revealed,3
reverse,7
reversed,2
review,1
reviewed,1
revoir,4
revolt,1
revolution,1
revolutionary,1
revolving,1
rewind,18
rewinding,4
rewound,1
rewrite,1
rex,36
rhine,1
rhinestones,2
rhino,7
rhinoc,1
rhinoceri,1
rhinoceros,98
rhinoceroses,3
rhinor,2
rhinorceros,1
rhinos,3
rhinosaur,4
rhinostros,1
rhyme,24
rhymed,1
rhymes,37
rhyming,10
rhythm,6
ribbit,66
ribbon,71
ribbon's,3
ribbons,19
ribcage,1
ribee,1
ribet,1
ribs,12
rice,346
rich,25
richer,2
riches,2
ricies,2
rickety,2
ricotta,4
rid,93
ridda,1
riddance,1
ridden,2
ridding,1
riddle,3
riddles,3
ride,651
ride's,2
rider,6
riders,7
rides,116
ridge,2
ridges,34
ridi,1
ridiculous,26
riding,201
rifle,8
rifles,3
rigged,1
right,14359
righteousness,1
rightful,1
rightie,2
rightly,1
rights,1
rightsideup,1
rigid,1
rim,3
rinds,1
ring,351
ring's,1
ringaling,3
ringalingaling,1
ringaring,1
ringding,1
ringers,1
ringin',1
ringing,70
ringmaster,1
ringring,1
rings,130
rinies,1
rink,2
rinse,33
rinsed,6
rinsing,5
riot,6
rip,93
ripe,44
ripens,1
ripped,66
ripping,4
ripple,1
rips,5
rise,21
risen,1
rises,3
rising,9
risk,2
river,145
river's,3
riverbank,2
riverbed,1
riverbeds,1
rivers,3
rivet,5
ro,3
roaches,2
road,256
road's,1
roadgrader,7
roads,17
roadster,1
roadway,4
roam,2
roamed,5
roar,51
roared,114
roaring,10
roars,11
roast,59
roasted,2
roaster,4
roasting,1
rob,1
robber,10
robber's,1
robbers,7
robbers',1
robbing,3
robe,12
robin,5
robin's,3
robot,70
robot's,1
robots,11
rock,336
rock'n'roll,3
rock's,2
rockabye,2
rocked,21
rocker,10
rockery,2
rocket,521
rocket's,1
rockets,7
rocking,178
rockrock,8
rocks,194
rocky,44
rod,13
rode,59
rodents,2
rodeo,3
rodger,4
rods,1
roid,1
role,2
roll,475
rolled,73
roller,59
rollerblade,1
rollercoaster,3
rollers,3
rollerskate,1
rollerskating,1
rolling,180
rolls,48
rolly,1
rom,2
roman,1
romance,1
romano,1
romantic,6
romped,1
romper,2
romps,2
roo,1
roof,120
roofs,5
rooftop,1
rooftops,10
rook,2
room,1495
room's,1
roomie,3
roommate,1
roommates,1
rooms,27
rooo,2
rooster,133
rooster'll,2
rooster's,2
roosters,12
root,22
rooting,2
roots,22
rope,142
ropes,10
roping,5
rosary,1
rose,41
rosebud,1
rosebush,2
roses,28
rosey,3
rosie,12
rosie's,1
rosies,7
rosy,8
rot,1
rotary,1
rotate,1
rotation,1
rotten,22
rouge,5
rough,100
roughest,1
roughly,1
round,433
roundabout,2
rounded,35
rounds,2
roused,1
route,5
routine,4
routines,2
rover,4
row,97
rowboat,2
rowdy,3
rowed,1
rowf,1
rowing,7
rows,15
royal,17
rr,7
rrew,1
rrr,18
rrrk,1
rrrr,11
rrrrew,1
rrrrr,3
rrrrrr,1
rrrrum,1
ru,5
rub,98
rubadubdub,2
rubadubs,1
rubaduddub,1
rubbage,1
rubbed,10
rubber,164
rubber's,1
rubberband,4
rubberbands,1
rubbers,4
rubbery,4
rubbing,18
rubbish,11
rubble,2
rubs,5
ruckus,1
rudder,1
rude,19
ruf,18
ruff,102
ruffle,3
ruffled,1
ruffles,1
ruffly,2
ruffruff,3
ruffruffruff,2
rug,222
rug's,5
rugs,10
ruh,2
ruhruh,2
ruin,33
ruined,13
ruining,4
ruins,1
ruko,1
rule,19
ruled,3
ruler,24
rules,34
rum,27
rumble,8
rumbled,5
rumbling,3
rumm,71
rummy,1
rump,2
rumpeta,4
rumpetarumpetarumpeta,1
rumpus,3
run,530
runaway,7
rung,4
rungs,2
runned,2
runner,5
runners,1
runnies,1
running,295
runninouta,1
runninoutta,1
runny,37
runs,222
runway,6
rup,1
ruptured,1
rururur,1
rush,28
rushed,34
rushes,4
rushing,13
russian,3
rust,1
rusted,3
rustled,1
rustling,2
rusty,9
rutabaga,1
rye,14
s,291
s'more,52
s'pose,1
s'that,1
sa,2
saber,15
sack,48
sacks,4
sacrament,1
sacred,2
sacrifice,3
sad,276
sadder,1
saddest,1
saddies,2
saddle,18
sadly,19
safari,11
safe,95
safekeeping,1
safely,60
safer,4
safety,18
sage,1
saggedy,1
saggy,2
said,5734
saids,1
sail,29
sailboat,20
sailboats,3
sailed,26
sailing,6
sailor,10
sailor's,4
sailors,3
sails,2
sake,7
sakes,1
salad,273
salad's,4
salads,3
salamander,6
salamanders,3
salami,234
salamis,1
sale,32
sales,17
salesman,1
saleswomen,1
salient,1
saliva,2
salmon,7
salon,1
saloon,3
salt,170
salted,1
salters,1
saltine,3
saltines,4
salty,24
salty's,2
salute,3
salwar,3
same,705
sample,5
sample's,1
sampled,1
san,1
sand,189
sandal,8
sandals,18
sandbox,51
sanding,1
sandman,1
sandpile,1
sands,3
sandwich,365
sandwiches,48
sandy,5
sang,60
sanga,1
sanitize,1
sank,8
sap,1
sarasponda,5
sarcastic,1
sardines,10
sash,10
sasooey,1
sassies,1
sassy,4
sat,273
satellite,2
satin,4
satisfaction,1
satisfied,3
satisfy,1
saturated,2
saturday,14
sau,1
sauce,119
saucer,57
saucer's,1
saucers,28
sauces,1
sauerkraut,1
sauros,1
sausage,219
sausages,21
savanna,1
save,153
saved,47
saver,1
savers,3
saves,6
saving,16
savings,2
savoring,1
saw,1323
sawdust,3
sawed,3
sawing,8
sawmill,7
saxophone,2
say,5582
sayed,12
sayin,2
sayin',3
saying,657
sayonara,2
says,1595
sc,3
sca,1
scab,7
scab's,1
scalded,1
scale,11
scales,26
scallions,1
scallop,13
scallops,6
scalped,1
scaly,5
scamper,1
scan,2
scandalous,2
scanned,1
scanner,1
scanners,1
scanning,1
scanty,1
scapes,2
scar,3
scarce,1
scarcely,4
scare,70
scarecrow,19
scared,410
scareda,2
scaredy,1
scares,25
scarf,49
scarfed,1
scarier,2
scaring,8
scarlet,3
scars,3
scarves,6
scary,317
scat,1
scatter,1
scattered,4
scattering,2
scatters,2
scene,15
scenery,4
scenes,3
scent,1
scented,2
scents,1
schedule,11
scheduled,3
scheming,1
schlepping,1
schlp,4
schmuck,1
schmutz,17
schnoz,1
scholar,4
school,1881
school'll,1
school's,8
schoolbus,20
schoolhouse,1
schoolmates,1
schools,36
schoolyard,2
schooner,1
schoop,1
science,8
scientific,1
scientist,5
scientists,3
scissor,2
scissors,156
scittered,1
sclot,1
scolded,2
scones,1
scooby,2
scooch,8
scoop,101
scooped,3
scooper,2
scooping,6
scoops,8
scoot,30
scootch,1
scooted,4
scooter,50
scooters,2
scooting,4
scoots,3
score,18
scored,4
scores,4
scoria,1
scorn,1
scorpion,5
scorpions,1
scot,1
scotch,6
scottish,1
scotty,1
scout,1
scouts,4
scowl,2
scowled,1
scrabbled,1
scraggly,4
scram,5
scramble,3
scrambled,38
scrambles,3
scrambling,1
scrap,15
scrapbook,2
scrape,12
scraped,3
scraper,1
scrapers,1
scrapes,1
scrapie,2
scraping,2
scraps,3
scratch,156
scratched,16
scratcher,1
scratches,5
scratchier,1
scratching,19
scratchscratch,2
scratchy,61
scrawny,2
scream,34
screamed,28
screaming,45
screams,2
screech,6
screeched,4
screeching,1
screen,30
screen's,1
screens,6
screw,75
screw's,1
screwdriver,79
screwdrivers,6
screwed,4
screwing,3
screws,30
scribble,34
scribbled,3
scribbles,3
scribbling,3
scribbly,1
scripture,1
scritch,44
scritchety,1
scritchy,1
scrub,69
scrubba,3
scrubbed,1
scrubber,1
scrubbers,1
scrubbing,15
scrubbles,1
scrubbrush,1
scrubby,1
scrubs,1
scrumptious,18
scuba,6
sculptor,1
sculptors,1
sculpture,23
sculptures,4
sculpturing,1
scurried,4
scurry,1
scuse,10
scuttled,1
se,1
sea,323
seaanemone,6
seafood,3
seagle,1
seagull,7
seagull's,2
seagulls,13
seahorse,20
seahorses,6
seal,63
sealed,1
seals,22
seam,1
seamstress,2
search,21
searched,12
searching,18
seas,6
seashell,9
seashells,8
seashore,5
seaside,8
season,20
season's,1
seasoned,1
seasoning,1
seasons,9
seat,278
seat's,1
seatbelt,27
seatbelts,7
seated,4
seats,46
seaweed,18
seaweeds,1
sec,33
secluded,2
second,540
secondhand,1
secondly,1
seconds,47
secret,105
secretary,3
secrets,14
secs,1
section,14
sectional,1
sections,2
secular,1
secure,3
securely,1
security,3
sedated,1
sedyasaurus,2
see,16338
seed,61
seed's,1
seedless,2
seedling,3
seedlings,1
seeds,148
seeing,59
seek,34
seekers,1
seeking,3
seem,95
seemed,32
seems,94
seen,521
sees,77
seesaw,53
seesaws,1
sega,1
segas,3
segment,3
seis,1
selastic,1
seldom,1
select,1
selected,1
selection,3
selections,1
self,24
selfconscious,1
selfish,4
selfishness,1
sell,44
selling,29
sells,11
semester,3
semicircle,2
seminar,1
semisweet,2
senator,1
send,88
sending,13
sends,4
senile,1
senior,2
senor,1
senorita,2
sense,56
sensible,1
sensitive,3
sensitivity,1
sensor,1
sent,86
sentence,17
sentences,17
separate,26
separated,6
separately,2
separates,1
separator,1
septic,1
sequence,2
sequin,4
ser,1
serape,1
seraspond,2
serasponda,2
sergeant,11
series,6
serious,29
seriously,11
servant,11
servants,3
servants's,1
serve,40
served,9
serves,7
service,14
services,6
serving,15
servings,3
sesame,18
session,26
sessions,1
set,585
set's,1
sets,8
setting,27
setting's,1
settle,11
settled,16
settling,2
setup,1
seven,538
seven's,1
seventeen,48
seventeenth,4
seventh,16
seventies,1
seventy,25
several,31
severe,1
severed,1
sew,18
sewed,13
sewers,1
sewing,19
sews,10
sex,1
sexist,2
sgoin,1
sh,45
sh',2
sh'dai,1
sh'we,4
shabbily,1
shabby,1
shade,32
shaded,1
shades,12
shadow,45
shadows,17
shadowy,2
shady,7
shaft,10
shaggy,3
shaka,2
shakalaka,1
shake,458
shaked,1
shaken,3
shaker,10
shakers,5
shakes,10
shakin,1
shakin',1
shaking,45
shakoori,6
shaky,20
shale,1
shall,692
shallow,2
shalt,1
shame,26
shampoo,41
shampoo's,1
shampooing,1
shanties,1
shape,195
shape's,1
shaped,44
shapes,162
share,163
shared,14
sharer,3
shares,3
sharing,45
shark,89
shark's,4
sharks,13
sharks',1
sharp,113
sharpen,11
sharpened,1
sharpener,9
sharpening,2
sharpens,1
sharper,1
shattered,4
shave,43
shaved,6
shaver,2
shaves,3
shaving,18
shawl,2
shcoop,3
she,9216
she'd,104
she'll,373
she's,2821
shea,7
shears,3
shebi,1
shed,30
shedding,4
sheds,5
sheep,221
sheep'll,1
sheep's,4
sheepish,2
sheepishly,1
sheepy,5
sheesh,2
sheet,25
sheets,25
shelf,66
shell,119
shellfish,2
shells,52
shelter,2
sheltered,3
shelters,2
shelves,10
shena,1
shepherd,1
shepherd's,1
shepper,1
sherbert,7
sherbet,15
sheriff,3
sheriff's,2
sherry,1
shertainly,1
shh,301
shheoooh,1
shi,2
shield,8
shields,2
shift,12
shifted,1
shimmy,13
shin,1
shine,19
shined,1
shiner,1
shines,6
shingle,1
shinier,1
shinies,1
shining,29
shinny,1
shiny,96
ship,105
ship's,3
shipped,2
ships,18
shipwreck,1
shipwrecks,1
shirt,587
shirt's,1
shirts,47
shisha,1
shishi,26
shit,32
shitless,1
shitty,1
shiver,3
shivered,7
shivering,2
shivers,1
shivery,1
shkoosh,1
shloop,1
shmeak,1
shmear,3
shmogurty,1
shmona,1
shmonin,2
shmutz,5
sho,1
shock,6
shocked,10
shocker,2
shocking,9
shockwaves,1
shoe,391
shoe's,3
shoebox,1
shoelace,6
shoelaces,3
shoemaker,8
shoemakers,2
shoes,643
shoeshoe,1
shoestrings,1
shoji,4
shone,2
shoo,17
shooby,1
shoofly,1
shoogy,1
shook,39
shoop,3
shoot,166
shooter,4
shooting,36
shootout,1
shoots,13
shop,137
shopper,1
shoppers,9
shopping,152
shops,4
shore,14
shores,1
short,150
shortbread,1
shortcake,6
shortcut,5
shorten,2
shortened,3
shortening,2
shorter,20
shortest,1
shortly,7
shortrib,2
shortribs,7
shorts,46
shortstop,1
shot,76
shotgun,5
shots,11
shotting,1
shou,8
should,2608
should've,31
shoulda,20
shoulder,40
shoulders,28
shouldn't,151
shouldn'ta,3
shouldnta,1
shout,15
shouted,80
shouting,14
shouts,11
shove,10
shoved,1
shovel,167
shoveled,1
shoveling,10
shovels,9
shoving,3
show,1797
show's,4
showed,96
shower,152
showered,3
showers,9
showery,1
showin,1
showin',1
showing,73
shown,9
shows,34
shrank,3
shredded,6
shreds,3
shriek,6
shrieked,6
shrieks,3
shrill,3
shrimp,29
shrine,1
shrink,6
shrinking,10
shrinks,2
shrub,2
shrubs,2
shrunk,12
shrunken,1
shtum,1
shubi,1
shucks,8
shudder,1
shuffle,6
shukaday,2
shunted,3
shush,8
shushing,1
shushu,4
shut,340
shuts,2
shutter,2
shutters,4
shutting,3
shuttle,6
shwe,1
shwoop,2
shy,85
shyly,3
si,3
sibling,1
siccing,2
sick,245
sickle,4
side,692
side's,2
sided,4
sidekick,1
sidelines,1
sides,52
sidewalk,56
sidewalks,1
sideways,27
sie,2
siesta,2
sieve,19
sifted,2
sifter,3
sifting,1
siggy,1
sigh,9
sighed,13
sighing,2
sight,23
sights,3
sigigagik,1
sign,123
signal,22
signal's,2
signaled,4
signals,5
signed,6
signing,1
signs,13
sih,1
silence,24
silent,13
silently,3
silhouette,1
silicone,2
silk,3
silks,1
silky,30
sill,5
sillier,1
sillies,6
silliest,11
silliness,1
silly,1077
silo,2
silver,70
silverware,12
silvery,2
similar,15
simin,1
simmered,1
simple,11
simply,12
simulated,1
simulation,1
since,192
sincere,1
sincerely,1
sing,715
singer,13
singers,1
singing,182
single,25
singled,1
sings,45
singular,1
singy,3
sink,193
sinking,7
sinks,5
sip,42
siphoning,1
sipped,1
sipping,4
sippy,39
sips,1
sir,121
siree,1
siren,17
sirens,5
sis,4
sissie,1
sister,297
sister's,27
sisters,50
sisters',1
sit,2778
site,13
sits,64
sitter,3
sitter's,2
sitters,1
sittin',1
sitting,674
situated,1
situation,18
situationed,1
situations,3
sivah,1
six,593
sixes,1
sixpence,5
sixteen,49
sixteenth,12
sixth,16
sixty,37
sixtys,1
size,97
sized,16
sizes,13
sizzle,22
sizzling,1
ska,1
skate,22
skateboard,13
skated,1
skaters,1
skates,26
skating,20
skedaddle,3
skedaddled,2
skee,2
skeleton,12
skeletons,1
skeptic,1
sketch,1
ski,16
skied,1
skies,16
skiing,12
skill,4
skillet,1
skillful,4
skills,2
skim,6
skimmer,1
skimming,1
skin,126
skink,1
skinned,3
skinnier,2
skinny,61
skins,5
skip,41
skipidy,1
skipped,48
skipping,14
skippity,2
skirt,43
skirts,4
skis,6
skit,2
skitch,1
skitter,2
skittles,4
skull,12
skulls,3
skunk,40
skunks,12
skwa,1
skwawu,1
sky,305
sky's,1
skyline,1
skyscrapers,3
sl,3
slab,1
slacks,1
slam,15
slammed,10
slamming,2
slang,4
slant,1
slap,18
slapped,2
slapping,3
slashing,1
slate,4
slave,8
slaving,1
slay,1
sled,34
sledding,7
sleds,3
sleek,1
sleep,820
sleeped,1
sleepers,5
sleepily,1
sleeping,389
sleepover,14
sleeps,59
sleepy,236
sleet,3
sleeve,53
sleeved,2
sleeves,28
sleg,1
sleigh,15
slept,66
slice,492
sliced,5
slicer,1
slices,10
slicing,2
slick,5
slickers,1
slid,19
slide,293
slided,6
slides,18
sliding,44
slidy,2
slight,1
slightest,1
slightly,4
slim,1
slime,12
sliming,2
slimo,1
slimy,15
sling,4
slings,4
slingshot,10
slingshots,2
slink,4
slinked,2
slinky,11
slip,44
slipped,36
slipper,63
slippers,89
slippery,39
slipping,7
slippy,3
slips,9
slither,3
slithered,4
slithery,1
sliver,4
sloap,1
slob,3
slobber,1
slobbering,1
slobby,1
slooped,1
sloosh,3
slop,1
sloppy,3
slosh,3
slot,13
sloth,26
sloth's,2
sloths,1
slots,2
slotted,1
slouching,1
slow,171
slowed,1
slower,10
slowing,1
slowly,69
slows,2
slug,20
slugged,2
slugger,4
slugs,1
slup,7
slurp,3
slurping,2
slush,4
sly,7
slyly,3
sm,1
smack,14
smacking,5
small,899
smaller,147
smallest,15
smart,252
smarten,1
smarter,3
smartie,2
smarties,1
smarty,2
smash,36
smashed,29
smasher,3
smasherate,1
smashes,1
smashing,14
smatter,1
smear,5
smeared,3
smearing,2
smell,232
smelled,13
smelling,11
smellly,1
smells,72
smelly,19
smidge,1
smile,99
smiled,37
smiles,10
smiling,70
smily,31
smirk,2
smish,3
smock,8
smoke,96
smoke's,4
smoked,19
smokes,4
smokestack,9
smokie,1
smoking,8
smoky,2
smooch,12
smoochy,1
smoosh,1
smooshy,1
smooth,112
smoother,32
smoothest,1
smoothing,7
smoothly,2
smooths,3
smothering,1
smuck,1
smush,18
smushed,10
smushing,4
sn,2
snack,153
snacking,2
snacko,1
snacks,43
snacktime,1
snail,69
snail's,1
snails,27
snake,350
snake's,7
snakebite,5
snakes,56
snap,328
snape,1
snapped,11
snapper,2
snappers,5
snappies,1
snapping,7
snappy,2
snaps,18
snare,1
snarl,5
snarling,1
snarls,11
snatch,2
snatched,2
snatcher,1
snazzy,10
sneak,22
sneaked,5
sneaker,6
sneakers,54
sneaking,14
sneaks,2
sneaky,4
sneered,3
sneeze,56
sneezed,26
sneezes,14
sneezing,17
sneezy,7
snew,3
sniff,15
sniffed,14
sniffing,7
sniffle,2
sniffled,1
sniffles,5
sniffling,1
snip,225
sniper,1
snipped,2
snipper,2
snippy,1
snipsnap,1
snitching,2
snobby,1
snoo,4
snooby,1
snooding,1
snoopoos,1
snoots,1
snooze,1
snoozing,1
snore,12
snored,1
snores,3
snoring,8
snorkeler,1
snort,42
snorted,3
snorting,2
snout,7
snow,490
snow's,3
snowball,17
snowballing,1
snowballs,12
snowed,13
snowfall,2
snowflake,19
snowflakes,29
snowing,33
snowman,111
snowman's,10
snowmen,3
snowpen,1
snowpile,1
snows,4
snowstorm,2
snowy,10
snuck,4
snuff,3
snuffed,1
snuffer,1
snuffle,12
snug,5
snuggle,59
snuggled,6
snuggling,8
snuggly,6
so,9107
so's,1
soak,5
soaked,8
soaking,8
soaks,1
soap,140
soaping,1
soapy,9
soared,3
soaring,2
sob,1
sobbed,4
sobbing,1
sobs,1
soccer,48
soccer's,1
social,8
society,3
sock,137
sock's,2
socket,4
sockets,2
sockie,1
sockies,2
socks,261
soda,129
sodas,4
sofa,44
sofas,3
soft,198
softball,13
softballs,1
soften,1
softer,9
softest,1
softie,1
softly,62
software,1
soggied,1
soggiest,2
soggy,115
soil,3
soiled,2
solar,13
sold,16
soldering,1
soldier,12
soldier's,1
soldiers,14
sole,3
solemnly,1
soles,3
solid,7
solidarity,1
solution,9
solve,7
solved,4
som,2
some,8392
some's,1
somebodies,2
somebody,491
somebody'll,1
somebody's,105
somechies,4
someday,29
somehow,19
someone,313
someone's,44
somepin,2
someplace,38
somersault,20
somersaults,10
somes,1
somethin,5
somethin',1
something,3311
something'll,1
something's,46
sometime,59
sometimes,559
somewhat,5
somewhere,229
sompin,1
son,76
son's,2
sonar,1
sonde,1
sone,1
song,651
song's,5
songbook,2
songs,90
songy,1
sonny,1
sons,1
soo,1
sookie,1
soon,450
sooner,17
soops,1
soot,2
soothes,1
soothing,1
sop,1
sopaipillas,1
sophisticated,4
sopping,1
sor,1
sore,69
sorely,1
sores,1
sorriest,1
sorrow,1
sorry,801
sort,195
sorta,12
sortav,1
sorted,1
sorter,7
sorting,8
sorts,26
sortsa,2
souffle,2
sought,1
soul,11
sound,342
sounded,48
sounding,3
soundly,1
sounds,346
soundtrack,1
soup,406
soup's,1
soupie,1
soups,1
soupy,2
sour,22
sourest,1
south,17
southern,4
souvenir,2
souvenirs,2
sow,1
soxer,3
soxy,1
soy,40
soybean,1
soybeans,3
sp,9
space,484
spaceman,1
spaces,2
spaceship,36
spaceships,4
spacesuits,2
spades,1
spaghetti,157
spaghetti's,1
spaghettios,1
spaghettis,1
spags,1
span,2
spaniel,2
spanish,20
spank,42
spanked,10
spanking,49
spankings,1
spanks,3
spanned,1
spare,15
spared,1
spark,3
sparkle,10
sparkled,1
sparklers,5
sparkles,6
sparkling,9
sparkly,5
sparks,8
sparrow,6
sparrows,2
spastic,1
spattle,1
spatula,12
spatulas,1
spawn,1
speak,95
speaker,16
speaking,25
speaks,6
spear,23
spears,3
special,371
special's,1
specialization,1
specially,3
specialty,1
specific,3
specifically,2
speck,6
speckled,2
speckles,4
speckly,1
spectacle,5
spectacles,2
spectacular,2
sped,4
speech,11
speed,21
speeder,1
speeding,6
speedometer,3
speeds,1
speedy,3
spell,276
spelled,12
spellery,1
spelling,21
spells,130
spels,1
spend,40
spending,8
spends,5
spent,27
sperm,1
spew,1
sphere,1
spic,1
spice,9
spices,5
spicing,1
spick,2
spicy,21
spider,257
spider'll,1
spider's,14
spiders,38
spiders',1
spidersaurus,2
spied,1
spiel,1
spies,1
spiffy,1
spigot,10
spike,4
spiked,2
spikes,2
spikies,1
spiky,4
spill,173
spillage,1
spilled,131
spilling,32
spills,9
spillt,3
spilt,5
spin,139
spinach,40
spindle,2
spine,7
spines,1
spinner,2
spinners,3
spinning,52
spins,7
spiny,3
spiral,5
spirally,1
spirals,4
spired,1
spirit,4
spit,55
spiteful,1
spits,2
spitting,23
spittle,1
splash,142
splashed,15
splashes,4
splashing,28
splat,3
spleet,1
splendid,4
splinter,19
splinters,4
splintery,1
splish,7
splishy,1
split,23
splits,1
splitted,1
splitter,5
splitting,5
sploshy,1
splot,1
spluck,1
splurge,1
splushy,1
spluttered,1
spluttering,1
spo,1
spoil,9
spoiled,7
spoiling,1
spoils,2
spoke,13
spoken,2
spokes,2
spokesman,1
sponge,54
sponges,6
sponsors,1
spontaneous,1
spook,1
spooks,1
spooky,14
spool,2
spooling,1
spoon,750
spoon's,2
spoonful,14
spoonfuls,4
spooning,1
spoons,130
sport,25
sports,13
sportscast,27
sportscaster,27
sportscasters,19
sposed,1
sposta,10
spot,122
spot's,2
spotless,1
spotlights,1
spots,70
spotted,30
spottiest,2
spotty,3
spout,26
sprained,1
sprang,5
sprawled,1
spray,32
sprayed,3
sprayer,1
spraying,4
sprays,2
spread,56
spreader,2
spreading,2
spreads,1
spring,74
springboard,1
springs,3
springtime,7
sprinkle,30
sprinkled,4
sprinkler,38
sprinklers,3
sprinkles,20
sprinkling,5
sprocket,2
sprout,3
sprouts,42
spruce,1
sprung,3
spun,4
spuna,1
spurs,2
spurt,2
spurts,1
sputtered,7
spy,17
spying,5
squa,1
squabble,1
squad,1
squamps,6
square,259
square's,1
squared,1
squarely,1
squares,38
squash,64
squashed,14
squashing,9
squashy,1
squawk,7
squawked,1
squawks,1
squawky,1
squeak,170
squeaked,1
squeaker,1
squeaking,10
squeaks,20
squeaksqueak,1
squeaksqueaksqueak,1
squeaky,36
squeakysqueakysqueaky,1
squeal,9
squealed,2
squealer,3
squealing,2
squeesh,2
squeeze,111
squeezed,21
squeezer,1
squeezes,4
squeezing,16
squeezle,1
squid,27
squid's,2
squids,2
squiggle,2
squiggles,5
squigglies,5
squiggly,12
squinching,1
squint,1
squinting,1
squire,2
squirm,2
squirming,1
squirrel,97
squirrel's,5
squirrelly,3
squirrels,48
squirt,179
squirted,8
squirter,4
squirters,11
squirting,34
squirts,4
squish,207
squished,28
squishes,1
squishies,1
squishiest,1
squishiness,1
squishing,28
squishy,87
squonk,1
squoosed,1
squoosh,9
squooshed,3
squooshing,6
sre,1
srot,1
ss,24
ssh,98
sshh,1
sshhh,1
sss,8
ssss,1
st,10
sta,1
stab,4
stabbed,3
stabilize,1
stable,15
staccato,1
stack,80
stacked,2
stacking,7
stacks,1
stag,3
stage,32
stages,2
staggered,2
stain,3
stained,5
stains,1
stair,5
staircase,9
stairs,335
stairway,5
stairwell,1
stake,2
stakes,1
stale,15
stalk,1
stalked,5
stalks,4
stall,5
stalling,3
stalls,2
stamp,43
stamped,12
stampede,6
stamping,8
stamps,31
stance,1
stand,574
standard,4
standardized,1
standin,1
standing,223
standoffish,1
stands,33
stanza,1
staple,8
stapled,1
stapler,1
staples,3
star,334
starch,2
starches,1
stardust,3
stare,11
stared,23
stares,2
starfish,61
starfishy,1
staring,24
starring,2
starry,5
stars,253
start,640
started,512
starter,3
starters,1
starting,68
startled,4
startling,1
starts,96
starvation,1
starve,8
starved,3
starving,9
state,164
state's,2
stated,1
stately,1
statement,4
states,34
static,7
staticky,2
stating,1
station,129
stationery,1
stations,3
statistics'll,1
statue,47
statues,8
stay,1097
stayed,286
stayin,2
staying,48
stays,90
steadfastly,3
steadily,1
steady,9
steak,94
steak's,5
steaks,2
steal,33
stealer,1
stealers,1
stealing,11
steals,2
stealth,2
steam,49
steamed,4
steaming,7
steamroller,1
steamshovel,2
steamy,3
steel,7
steep,14
steeple,6
steer,6
steered,2
steering,31
steers,2
stegasori,4
stegosaurus,38
stegosaurus',2
stem,26
stem's,1
stems,1
stencil,4
step,176
stepdaughter,1
stepmother,46
stepmother's,2
stepmothers,1
stepped,60
steppin,1
steppin',1
stepping,41
steps,90
stepsister,3
stepsisters,16
stereo,7
stereo's,1
stereotypical,1
sterile,4
stern,1
sternly,1
stethoscope,19
stethoscopes,1
stew,67
stewardess,9
stewardess',1
stewardesses,2
stewing,1
stick,643
stick's,2
sticker,89
stickerbird,2
stickerbirds,12
stickers,96
stickiest,2
stickiness,1
sticking,125
sticks,171
sticky,287
stiff,6
stile,1
stiles,3
still,2133
stilly,2
stilts,2
stims,1
stimulant,1
sting,15
stinger,1
stingers,1
stinging,2
stingray,10
stingrays,3
stings,5
stink,16
stinker,2
stinking,1
stinkpot,1
stinks,10
stinky,20
stir,129
stirred,9
stirrer,1
stirring,24
stirrup,1
stirrups,2
stirs,4
stitch,1
stitches,14
stobo,2
stock,5
stockade,1
stocking,14
stockings,10
stole,38
stolen,11
stomach,217
stomachache,59
stomming,1
stomp,6
stomped,6
stomper,1
stompers,1
stomping,8
stomps,2
stone,114
stones,85
stood,86
stool,148
stool's,1
stools,6
stoop,1
stooped,1
stoops,1
stop,1074
stoplight,1
stoplights,1
stopped,173
stopper,3
stopping,22
stops,41
storage,5
store,594
store's,3
stored,2
storeroom,2
stores,25
stories,133
storing,1
stork,13
storks,3
storm,31
stormed,1
storms,2
stormy,4
story,1269
story's,5
storybook,3
storybooks,1
storyteller,21
storytellers,17
stout,2
stove,114
stow,1
stowed,2
straddle,1
straight,239
straighten,35
straightened,6
straightening,2
straightens,3
straighter,2
strain,6
strainer,25
straining,4
strains,3
strands,2
strange,98
strangely,2
stranger,18
strangers,28
strangest,5
strangle,3
strap,19
strapped,1
straps,16
straw,77
strawber,1
strawberries,314
strawberry,175
strawberrys,1
straws,11
stray,3
straying,1
streak,4
streaked,1
streaks,1
stream,18
streamed,1
streamers,5
streamlined,2
streams,3
streatch,2
street,384
street's,1
streets,16
strength,10
stress,8
stresses,1
stretch,44
stretched,33
stretcher,1
stretches,3
stretching,12
stretchy,8
striation,1
strict,1
strictly,1
strides,1
strife,1
strike,14
strikes,5
striking,2
strinablob,1
string,228
string's,1
strings,32
strip,36
strip's,2
stripe,13
striped,35
stripes,29
stripiest,3
stripped,2
stripping,3
strips,2
striptease,1
stripy,4
stroke,14
stroked,1
strokes,1
stroll,1
strolled,1
stroller,56
strollers,5
strolling,1
strong,194
stronger,24
strongly,2
struck,11
structure,2
struggle,4
struggled,1
struggling,5
strum,7
strummed,1
strung,2
strut,7
stu,1
stub,2
stubborn,7
stubby,1
stubs,1
stuck,663
stucked,3
student,6
students,20
studied,4
studies,2
studio,9
study,65
